condition,action,fitness,prediction,error,numerosity,experience,time_stamp,action_set_size
10##0#,0,0.947592712422665,1000.0,0.0,31,78,2999.0,33.38981450498028
#00#0#,0,0.6275261880498495,1000.0,0.0,14,61,2982.0,36.37014742394373
01#00#,1,0.07249974620880452,0.0,0.0,1,5,2937.0,31.0
#0##1#,1,0.1758312919763767,859.5693444336464,237.55352286278722,31,76,2998.0,49.75439167724782
0#0##1,0,0.18138556915096632,999.4546874126947,3.629970312528586,1,37,2982.0,26.748856821697288
0#1#00,1,0.07602795676149483,973.1564544,69.79321855999994,1,15,2713.0,54.46104061952
0#11##,1,0.609009862356248,1000.0,0.0,16,48,2965.0,68.25660305312083
1####1,1,0.15743360396001702,967.1759314810972,92.15350623918268,1,58,2998.0,43.87036132269506
0#1#1#,0,0.009196874379711744,462.30783999999994,395.04486399999996,1,12,2963.0,35.091392
#110##,0,0.41004308748333185,1000.0,0.0,1,14,2963.0,36.8049982464
11###1,0,0.4558146405576126,0.0,0.0,2,8,2976.0,29.788800000000002
001#1#,1,0.3371422924766402,1000.0,0.0,2,17,2899.0,65.93392122019841
11#1##,0,0.00755088139252196,590.08,327.936,1,13,2976.0,50.314124288
#1#100,0,0.006499615645432539,815.6800000000001,281.25866666666667,1,9,2961.0,55.925760000000004
0#0#0#,1,0.020754668096435162,680.0,333.3333333333333,1,6,2937.0,40.12
#000##,1,0.023071953225435135,390.4,323.84,1,8,2967.0,53.2512
0#01##,1,0.008318559931212789,682.60096,359.38304,1,12,2888.0,48.2599552
11####,0,0.0013356886857199203,346.7274354688,389.11450546175996,1,22,2976.0,38.42928955851906
0#0###,1,0.004715717441557863,445.98323200000004,375.39785386666665,1,13,2967.0,48.296761856
1####0,1,0.005935862289658978,299.33047277158397,391.3822748977835,1,19,2997.0,29.506546146377726
01####,1,0.0045282029399596035,852.813484032,277.8374078464,1,16,2965.0,61.845567311872
#1###0,0,0.0031012917349156175,991.203906977792,31.66593487994877,1,21,2961.0,41.625800646599636
#1#0#1,1,0.004860961385669439,765.7554616320001,349.8751382869333,1,16,2955.0,43.81638160384
0##0##,1,0.0267406482978728,204.8,300.37333333333333,1,8,2967.0,41.3408
#100##,1,0.012520911969779036,360.0,333.3333333333333,1,6,2970.0,36.56
#11###,0,0.03390907303250826,658.989568,364.1053184,2,16,2976.0,48.458410278912005
#00#1#,1,0.039349244736632386,676.1600000000001,363.43466666666666,1,9,2998.0,43.90272
11####,1,0.00038419974044444404,542.6469020148695,414.78640973413087,1,23,2997.0,38.970948469720454
##00##,0,0.12592868306414362,606.464,327.936,2,18,2982.0,27.25262211579904
###00#,0,0.09210280777870566,1000.0,0.0,3,18,2999.0,34.24677938888704
#1#1#0,0,0.038155052142928386,1000.0,0.0,1,2,2961.0,55.0
#00###,0,0.037451814564292855,734.464,261.5808,1,10,2982.0,35.884159999999994
#1###1,0,0.005497770430152114,323.84000000000003,353.87733333333335,1,9,2976.0,28.2464
10####,1,0.1612576968695426,774.464,261.58079999999995,3,10,2998.0,32.751616000000006
0##1##,1,0.006327320806333103,966.4455680000001,96.74861226666658,1,13,2965.0,63.383579136
#000##,0,0.05946977888746396,750.0,187.5,1,4,2982.0,35.25
##0###,0,0.0011395546338280875,463.69636352,395.53234807466663,2,15,2982.0,28.49211854848
##00##,1,0.21065135811580038,600.0,313.33333333333337,1,5,2970.0,44.4
0#1###,0,0.1788936940783064,1000.0,0.0,2,1,2963.0,15.0
0#####,0,0.16607206854772563,1000.0,0.0,1,5,2982.0,28.2
0#1#01,1,0.0412442395092989,1000.0,0.0,1,1,2965.0,37.0
000#1#,0,0.0517774790082887,0.0,0.0,1,0,2967.0,53.039571201689895
1###0#,0,0.03250750633964374,600.0,346.66666666666663,1,5,2999.0,42.2
#0#01#,0,0.07173570857167472,0.0,0.0,1,2,2978.0,47.0
0000##,0,0.03545219309106218,1000.0,0.0,1,1,2982.0,38.0
####0#,0,0.05518422851163322,840.0,160.0,1,6,2999.0,31.28
10#1##,1,0.016854449442295968,817.0166722168233,62.39179035784839,1,0,2998.0,32.751616000000006
