condition,action,fitness,prediction,error,numerosity,experience,time_stamp,action_set_size
###101,0,0.09522332841553355,666.6666666666666,277.77777777777777,2,3,2976.0,24.666666666666668
###1##,1,0.001023657834115432,973.1564544,82.76759893333326,1,14,2985.0,23.8332519424
#1#0##,1,0.0538940664279168,333.3333333333333,222.22222222222226,2,3,2997.0,43.666666666666664
1###0#,0,0.12377253279171077,1000.0,0.0,3,6,2977.0,48.160000000000004
0#1#00,1,0.11844071738161055,1000.0,0.0,1,3,2959.0,19.666666666666668
1####0,1,0.03076549196518627,800.0,256.66666666666663,1,5,2962.0,28.4
#0#10#,0,0.05963684418920137,1000.0,0.0,1,4,2976.0,29.5
#0##01,0,0.04654413851717731,1000.0,0.0,1,1,2976.0,17.0
00####,1,0.11501185619167567,1000.0,0.0,1,2,2982.0,20.0
#1####,1,0.00538940664279168,333.3333333333333,55.555555555555564,1,0,2997.0,43.666666666666664
0#0###,0,0.023731230267891187,1000.0,0.0,1,0,2999.0,31.0
