condition,action,fitness,prediction,error,numerosity,experience,time_stamp,action_set_size
#01#11,0,0.07465618849656237,0.0,0.0,2,14,2884.0,37.0683224064
1#00#0,1,0.0007238646604666684,338.42434998271995,405.9060260918613,2,18,2985.0,31.27499295096832
000###,0,0.8581275418196486,1000.0,0.0,29,107,2992.0,39.78900921622747
0#011#,1,0.0038376027275087475,983.0974276485251,61.74998039078368,1,26,2928.0,36.12382240251553
#01#1#,0,0.24831882286936954,0.0,0.0,8,22,2991.0,39.49041964392198
#00#0#,0,0.3203895562319489,1000.0,0.0,7,84,2992.0,43.808265665495554
010#10,1,0.0006109957663440901,767.790862336,309.2859049301333,1,16,2928.0,43.515615510527994
0#10#1,1,0.004742088956878826,716.397789120299,374.8953183051143,1,22,2795.0,28.805257508782866
11##00,1,0.05331812554811127,0.0,0.0,1,10,2985.0,28.725248
#0010#,1,0.4589915642611146,0.0,0.0,4,12,2994.0,16.75013632
00011#,1,0.1616556732356463,0.0,0.0,1,2,2351.0,13.0
#0011#,1,0.013929868658373016,988.7410009315738,44.8483462892312,2,21,2904.0,15.759279198795202
10##0#,1,0.11391070159648585,0.0,0.0,1,14,2949.0,35.1166134272
1####0,0,0.48540488251804725,862.4429273090483,185.57604441933296,52,98,2986.0,54.17912657262971
01#1##,1,0.9742660715318644,1000.0,0.0,37,46,2982.0,39.01022640072769
#00#01,1,0.07858974051963187,0.0,0.0,2,7,2994.0,30.160000000000004
#0##01,0,0.17143953537641998,865.6512,214.95807999999997,18,37,2992.0,34.63760869429222
#00#1#,1,0.0022051867505106866,874.3990174125629,212.63438151534197,1,33,2976.0,20.07887009346277
01011#,0,0.007487255919845705,0.0,0.0,1,1,2920.0,35.0
100#11,0,0.32039272727113055,0.0,0.0,3,3,2698.0,8.333333333333332
1#1#1#,1,0.005563827681129561,985.4020040203437,51.7949141519695,1,27,2981.0,40.88363804009667
10#0##,1,0.00817178176788758,733.4049568640205,362.2424473187123,2,23,2976.0,36.45544137056059
#010##,1,0.008625585854129265,896.7590505834154,201.30679878486436,1,26,2962.0,33.06299206420007
100#0#,1,0.06069625034430289,0.0,0.0,1,3,2949.0,27.0
#0#10#,1,0.00513578801824825,564.502528,371.20354986666666,1,13,2994.0,21.737679871999998
1#0111,0,0.04500062703672933,0.0,0.0,1,0,2698.0,36.170369606451196
10###0,1,0.007705627875533568,771.8250145382401,236.73674902186664,3,18,2976.0,25.766621055877117
1####1,0,0.0008608581478494579,549.8565291986125,427.85825471874114,1,21,2995.0,25.22154995963003
#1###1,0,0.0005155702999334356,541.1460989635789,429.838090626575,1,21,2995.0,50.34019610320044
101###,1,0.0017293719547089293,778.062336,339.0941866666667,2,13,2962.0,41.54068736000001
1###10,0,0.028751546259849256,808.58212352,275.268370432,1,15,2986.0,54.2038551552
10#0#1,1,0.09370594819173385,537.6,317.44,2,8,2949.0,34.9792
10##1#,1,0.8408951607107301,1000.0,0.0,9,24,2976.0,25.910576699069914
1####0,1,0.004320675637080495,557.9247855861761,387.6545273091414,2,19,2985.0,27.57024145624269
1#0#00,0,0.5657917042340537,1000.0,0.0,1,11,2922.0,54.683379200000005
111###,1,0.00758420722675512,934.464,149.64053333333328,1,10,2981.0,45.132544
#1###0,0,0.10598681066842541,665.9836442035103,282.61303160008777,1,33,2996.0,49.00209079579474
##1#11,0,0.006188859392482131,456.00000000000006,360.5333333333334,1,7,2884.0,49.664
10111#,0,0.025638403500917454,0.0,0.0,1,2,2884.0,31.0
1##0#0,1,0.08692430181046804,800.0,160.0,1,6,2985.0,40.0
#01#0#,1,0.007854892371673,805.2204544,296.4031624533333,1,14,2917.0,31.4227528704
01####,0,0.0007650510855530258,583.7531082915839,365.7908173318827,2,19,2996.0,50.491599116861444
10###1,1,0.034673634080954086,717.1712,326.77887999999996,2,11,2949.0,30.857203199999997
#1###1,1,0.0022461289154437694,938.27058253824,155.43486644223998,1,18,2982.0,42.50647489150976
#0##1#,0,0.005878226405903332,435.2,387.4133333333333,1,8,2991.0,38.568
0##1##,0,0.008451627412688307,416.0,381.8666666666667,1,7,2996.0,36.744
##00##,1,0.003676828946941729,342.8794368,409.6657544533333,2,14,2985.0,46.1725896704
1####1,1,0.002524693964403249,873.5304517222401,230.2499531434666,1,18,2981.0,38.21634662039552
#0##0#,1,0.04693559432400565,435.2,392.53333333333336,1,8,2994.0,27.132799999999996
01###1,0,0.029986052016512943,1000.0,0.0,1,3,2934.0,64.33333333333333
1#0##0,0,0.27171788559726145,840.0,160.0,1,6,2986.0,54.68
#01#1#,1,0.3177106273776437,1000.0,0.0,1,6,2962.0,32.6
#01#01,0,0.38678733804024057,1000.0,0.0,1,2,2944.0,20.0
0##0##,1,0.40652962210258353,750.0,187.5,1,4,2961.0,35.75
000###,1,0.08000420750446391,0.0,0.0,1,1,2994.0,22.0
0##1##,1,0.032332815318227195,840.0,184.0,1,6,2994.0,36.8
#10##0,1,0.04301570946751162,1000.0,0.0,1,1,2985.0,40.0
100##0,0,0.3301422276372951,800.0,160.0,1,0,2986.0,54.6
0#10##,0,0.03103338499896623,0.0,0.0,1,0,2991.0,43.807706930938444
00##0#,0,0.03203895562319489,1000.0,0.0,1,0,2992.0,43.808265665495554
11####,0,0.03191683111770958,0.0,0.0,1,0,2995.0,35.90020932377099
